,price
2020-01-02,68.43399810791016
2020-01-03,68.07599639892578
2020-01-06,69.8905029296875
2020-01-07,69.75550079345703
2020-01-08,70.25199890136719
2020-01-09,70.989501953125
2020-01-10,71.447998046875
2020-01-13,72.00150299072266
2020-01-14,71.52950286865234
2020-01-15,71.95999908447266
2020-01-16,72.50800323486328
2020-01-17,73.97599792480469
2020-01-21,74.11250305175781
2020-01-22,74.19349670410156
2020-01-23,74.2344970703125
2020-01-24,73.30850219726562
2020-01-27,71.58650207519531
2020-01-28,72.5250015258789
2020-01-29,72.83499908447266
2020-01-30,72.7125015258789
2020-01-31,71.63899993896484
2020-02-03,74.12999725341797
2020-02-04,72.27050018310547
2020-02-05,72.30249786376953
2020-02-06,73.79850006103516
2020-02-07,73.95549774169922
2020-02-10,75.43299865722656
2020-02-11,75.50299835205078
2020-02-12,75.93150329589844
2020-02-13,75.66950225830078
2020-02-14,75.9365005493164
2020-02-18,75.97200012207031
2020-02-19,76.24349975585938
2020-02-20,75.84950256347656
2020-02-21,74.1729965209961
2020-02-24,70.99299621582031
2020-02-25,69.31600189208984
2020-02-26,69.52349853515625
2020-02-27,65.74749755859375
2020-02-28,66.9625015258789
2020-03-02,69.31600189208984
2020-03-03,66.88600158691406
2020-03-04,69.08000183105469
2020-03-05,65.73799896240234
2020-03-06,64.78700256347656
2020-03-09,60.78950119018555
2020-03-10,63.75849914550781
2020-03-11,60.54499816894531
2020-03-12,55.57749938964844
2020-03-13,60.7135009765625
2020-03-16,53.650001525878906
2020-03-17,55.90299987792969
2020-03-18,54.55950164794922
2020-03-19,55.58349990844727
2020-03-20,53.41049957275391
2020-03-23,52.70650100708008
2020-03-24,56.5004997253418
2020-03-25,55.08100128173828
2020-03-26,58.14599990844727
2020-03-27,55.51300048828125
2020-03-30,57.31549835205078
2020-03-31,58.09749984741211
2020-04-01,55.10499954223633
2020-04-02,55.85150146484375
2020-04-03,54.6349983215332
2020-04-06,59.15950012207031
2020-04-07,59.12799835205078
2020-04-08,60.34999847412109
2020-04-09,60.32849884033203
2020-04-13,60.52050018310547
2020-04-14,63.26150131225586
2020-04-15,62.8650016784668
